property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,independent,sector 2,3.0,1557.0,19268.0,Plot area 173(144.65 sq.m.),6,4,3+,3.0,South,Old Property,,1557.0,,0,0,0,0,0,1,28,259.5
flat,bptp terra,sector 37d,1.45,1811.0,8007.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,8.0,South-East,Relatively New,1811.0,1711.0,1611.0,0,0,0,0,0,2,149,603.6666666666666
flat,dlf regal gardens,sector 90,1.25,1703.0,7340.0,Super Built up area 1703(158.21 sq.m.),3,3,3,28.0,North,Moderately Old,1703.0,,,0,1,0,0,0,2,38,567.6666666666666
flat,ramprastha primera,sector 37d,1.08,1800.0,6000.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9.0,South,Relatively New,1800.0,1700.0,1600.0,0,0,0,0,0,2,158,600.0
flat,greenopolis,sector 89,0.65,1251.0,5196.0,Carpet area: 1251 (116.22 sq.m.),2,2,2,15.0,,Undefined,,,1251.0,0,0,0,0,0,2,37,625.5
house,independent,sector 4,0.47,1336.0,3518.0,Built Up area: 1350 (125.42 sq.m.),3,4,,3.0,not available,Undefined,,1350.0,,0,0,0,0,0,2,0,445.3333333333333
flat,dlf the arbour,sector 63,7.9,3950.0,20000.0,Built Up area: 3950 (366.97 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,34.0,,Undefined,,3950.0,2900.0,0,0,0,0,0,2,61,987.5
flat,shree vardhman victoria,sector 70,1.1,1300.0,8462.0,Carpet area: 1300 (120.77 sq.m.),2,2,2,8.0,North-East,Relatively New,,,1300.0,0,0,0,0,0,2,101,650.0
flat,kiran residency,sector 56,1.55,2000.0,7750.0,Super Built up area 2000(185.81 sq.m.),3,3,3,5.0,North,Old Property,2000.0,,,0,1,0,0,0,1,52,666.6666666666666
flat,sare crescent parc royal greens phase 1,sector 92,0.5,1000.0,5000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 999 sq.ft. (92.81 sq.m.),2,2,3,2.0,North-East,Undefined,,1000.0,999.0,0,0,0,0,0,2,0,500.0
flat,sapphire eighty three,sector 83,0.65,700.0,9286.0,Built Up area: 700 (65.03 sq.m.),1,1,0,6.0,,Undefined,,700.0,,0,0,0,0,0,2,0,700.0
flat,rof ananda,sector 95,0.25,380.0,6579.0,Super Built up area 380(35.3 sq.m.),1,1,1,4.0,,New Property,380.0,,,0,0,0,0,0,2,0,380.0
flat,godrej oasis,sector 88a,1.5,1850.0,8108.0,Carpet area: 1850 (171.87 sq.m.),3,3,2,3.0,,Relatively New,,,1850.0,0,0,0,0,0,2,47,616.6666666666666
flat,vidya apartment,sector 3 phase 3 extension,0.22,523.0,4207.0,Built Up area: 570 (52.95 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,1.0,North-West,Relatively New,,570.0,550.0,0,0,0,0,1,0,36,261.5
flat,emaar mgf emerald floors premier,sector 65,2.65,1650.0,16061.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North,Relatively New,,,1650.0,1,1,0,0,0,2,37,550.0
flat,the close north,sector 50,3.0,2605.0,11516.0,Super Built up area 2605(242.01 sq.m.),3,3,3+,14.0,North,Old Property,2605.0,,,0,1,0,0,0,1,121,868.3333333333334
house,ardee city,sector 52,5.5,2700.0,20370.0,Plot area 300(27.87 sq.m.),9,9,3+,3.0,South,Moderately Old,,300.0,,0,1,0,1,1,1,26,300.0
flat,ss the leaf,sector 85,1.75,2408.0,7267.0,Super Built up area 2408(223.71 sq.m.),3,4,3,8.0,North,Relatively New,2408.0,,,0,1,0,0,0,2,49,802.6666666666666
flat,hcbs sports ville,sohna road,0.29,730.0,3973.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2,2,1,4.0,,Undefined,,743.0,519.0,0,0,0,0,0,2,0,365.0
flat,orchid petals,sector 49,2.23,2033.0,10969.0,Super Built up area 2033(188.87 sq.m.),3,3,3,14.0,North,Relatively New,2033.0,,,0,0,0,0,1,2,40,677.6666666666666
house,independent,sector 43,6.5,1836.0,35403.0,Plot area 215(179.77 sq.m.)Built Up area: 215 sq.yards (179.77 sq.m.),5,4,3+,3.0,South-East,Moderately Old,,215.0,,0,1,0,1,0,1,54,367.2
flat,central park resorts,sector 48,3.65,2395.0,15240.0,Super Built up area 1870(173.73 sq.m.)Built Up area: 1869 sq.ft. (173.64 sq.m.),3,3,3+,9.0,North-West,Relatively New,1870.0,1869.0,,0,0,0,0,1,1,157,798.3333333333334
house,international city by sobha phase 2,sector 109,8.48,3600.0,23556.0,Plot area 400(334.45 sq.m.),4,6,3+,3.0,North-East,New Property,,3600.0,,1,1,1,1,0,2,153,900.0
flat,signature global synera,sector 81,0.49,735.0,6667.0,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2,2,3,5.0,South,Relatively New,735.0,700.0,635.0,0,0,0,0,0,2,117,367.5
flat,spaze privy at,sector 84,1.24,1918.0,6465.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,8.0,North-East,Relatively New,1918.0,1650.0,1550.0,1,0,0,0,0,1,158,639.3333333333334
flat,ss the leaf,sector 85,2.0,2408.0,8306.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3,6.0,North,Relatively New,2408.0,2300.0,2200.0,0,1,0,0,0,2,49,802.6666666666666
flat,aipl club residences,sector 70a,0.85,930.0,9140.0,Super Built up area 930(86.4 sq.m.),2,2,2,5.0,South-East,Relatively New,930.0,,,0,0,0,0,0,1,45,465.0
flat,raheja vedaanta,sector 108,0.7,1500.0,4667.0,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,1,10.0,West,Moderately Old,,1468.0,1150.0,0,0,0,0,0,2,0,750.0
flat,woodstock floors,sector 50,1.05,988.0,10628.0,Carpet area: 988 (91.79 sq.m.),2,2,2,2.0,North,Moderately Old,,,988.0,0,0,0,0,0,2,53,494.0
flat,vipul lavanya,sector 81,0.6,900.0,6667.0,Super Built up area 900(83.61 sq.m.),2,2,1,0.0,,Under Construction,900.0,,,0,0,0,0,0,2,0,450.0
flat,ramsons kshitij,sector 95,0.28,767.0,3651.0,Super Built up area 767(71.26 sq.m.),2,2,2,5.0,North-West,New Property,767.0,,,0,0,0,0,1,2,0,383.5
flat,sbtl caladium,sector 109,1.9,3055.0,6219.0,Super Built up area 3055(283.82 sq.m.),4,4,3,8.0,North-East,Relatively New,3055.0,,,0,1,0,0,0,2,151,763.75
flat,orris aster court premier,sector 85,1.73,2560.0,6758.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.),4,5,3+,8.0,East,Relatively New,2560.0,2017.0,,0,1,0,0,0,2,16,640.0
flat,vatika city,sector 49,1.79,1400.0,12786.0,Carpet area: 1400 (130.06 sq.m.),3,3,3,9.0,,Old Property,,,1400.0,0,1,0,0,0,2,38,466.6666666666667
flat,experion windchants,sector 112,5.49,4739.0,11585.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,5,3+,5.0,South,Relatively New,4739.0,3655.35,,0,1,0,0,0,1,168,1184.75
flat,experion the heartsong,sector 108,2.08,2100.0,9905.0,Built Up area: 2631 (244.43 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,4,3+,3.0,East,Relatively New,,2631.0,2100.0,0,1,0,0,0,2,126,525.0
house,independent,sector 3,0.55,820.0,6707.0,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2,2,1,2.0,South-East,Moderately Old,,810.0,715.0,0,0,0,0,0,2,0,410.0
flat,ss the leaf,sector 83,1.19,1647.0,7225.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,4.0,South-East,Relatively New,1640.0,1630.0,1620.0,0,0,0,0,0,2,49,823.5
flat,hsiidc sidco shivalik apartments,manesar,0.73,2051.0,3559.0,Super Built up area 2050(190.45 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,South,Moderately Old,2050.0,,1400.0,0,1,0,0,0,2,80,683.6666666666666
flat,emaar mgf emerald floors premier,sector 65,2.24,1650.0,13576.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,2.0,North-West,Relatively New,,,1650.0,1,1,0,0,0,2,46,550.0
flat,suncity vatsal valley,gwal pahari,1.38,1130.0,12212.0,Built Up area: 1130 (104.98 sq.m.),2,2,2,4.0,East,Under Construction,,1130.0,,0,0,0,0,0,1,133,565.0
flat,indiabulls centrum park,sector 103,1.2,1423.0,8433.0,Super Built up area 1423(132.2 sq.m.),2,2,3,3.0,North-East,Moderately Old,1423.0,,,0,0,0,0,0,2,26,711.5
house,vipul tatvam villa,sector 48,8.5,3240.0,26235.0,Plot area 360(301.01 sq.m.),4,4,1,,not available,Relatively New,,3240.0,,0,0,0,0,0,2,21,810.0
flat,emaar mgf emerald floors premier,sector 65,2.7,1650.0,16364.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North-West,Relatively New,,,1650.0,0,1,1,0,0,1,108,550.0
flat,smart world gems,sector 89,0.95,1067.0,8903.0,Super Built up area 1067(99.13 sq.m.)Carpet area: 578 sq.ft. (53.7 sq.m.),2,2,2,1.0,East,Undefined,1067.0,,578.0,1,0,0,0,0,2,122,533.5
flat,ireo victory valley,sector 67,3.49,2685.0,12998.0,Carpet area: 2452 (227.8 sq.m.),3,3,3,19.0,South-East,Relatively New,,,2452.0,0,1,0,0,0,2,103,895.0
flat,ashiana anmol,sector 33,1.1,1275.0,8627.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 795 sq.ft. (73.86 sq.m.),2,2,2,4.0,North-East,Undefined,,1275.0,795.0,0,0,0,0,0,2,0,637.5
house,independent,sector 6,1.0,2160.0,4630.0,Built Up area: 240 (22.3 sq.m.),6,4,,3.0,not available,Undefined,,240.0,,0,0,0,0,0,2,0,360.0
house,eldeco mansionz,sector 48,5.15,2727.0,18885.0,Plot area 303(253.35 sq.m.)Built Up area: 302 sq.yards (252.51 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,7,3,2.0,East,Moderately Old,,302.0,300.0,0,1,0,1,0,1,145,545.4
flat,aipl zen residences,sector 70a,1.34,1304.0,10276.0,Super Built up area 1304(121.15 sq.m.),2,2,3+,17.0,East,New Property,1304.0,,,0,0,0,0,0,1,110,652.0
flat,experion windchants,sector 112,5.2,4848.0,10726.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,6,3+,15.0,East,Relatively New,4848.0,3655.35,3500.0,0,1,0,1,0,1,174,1212.0
house,not applicable,sector 4,0.8,1314.0,6088.0,Plot area 146(13.56 sq.m.),5,4,3,3.0,not available,Under Construction,,146.0,,0,0,0,0,0,2,0,262.8
house,suncity essel towers,sector 28,8.95,5000.0,17900.0,Plot area 5000(464.52 sq.m.),5,6,3+,4.0,not available,Moderately Old,,5000.0,,0,0,0,0,0,2,0,1000.0
flat,emaar gurgaon greens,sector 102,1.3,1650.0,7879.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,4.0,East,Relatively New,1650.0,,1022.58,0,1,0,0,0,1,125,550.0
flat,sidhartha ncr one phase,sector 95,0.43,1364.0,3152.0,Super Built up area 1364(126.72 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2,2,2,6.0,North,Relatively New,1364.0,1300.0,1020.0,0,0,0,0,0,2,120,682.0
flat,experion the heartsong,sector 108,0.97,1050.0,9238.0,Carpet area: 1050 (97.55 sq.m.),2,2,3,10.0,North-East,Relatively New,,,1050.0,0,1,0,0,0,2,165,525.0
house,international city by sobha phase 1,sector 109,6.0,2430.0,24691.0,Plot area 270(225.75 sq.m.),4,5,3+,2.0,North,Relatively New,,2430.0,,0,1,0,0,0,1,96,607.5
flat,puri emerald bay,sector 104,1.59,1458.0,10905.0,Super Built up area 1550(144 sq.m.),2,2,2,12.0,South,Relatively New,1550.0,,,0,0,0,0,0,2,121,729.0
flat,tata primanti,sector 72,4.25,3250.0,13077.0,Super Built up area 3250(301.93 sq.m.),4,4,3+,0.0,North,Relatively New,3250.0,,,0,1,0,0,0,1,174,812.5
flat,raisina residency,sector 59,5.0,3829.0,13058.0,Carpet area: 3829 (355.73 sq.m.),4,4,3+,13.0,North-West,Relatively New,,,3829.0,1,1,1,1,0,1,174,957.25
flat,tulip violet,sector 69,1.72,1970.0,8731.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,North-East,Relatively New,1970.0,,,0,0,0,0,0,2,86,492.5
flat,prime habitat,sector 99a,0.32,687.0,4658.0,Super Built up area 687(63.82 sq.m.)Built Up area: 601 sq.ft. (55.83 sq.m.)Carpet area: 448 sq.ft. (41.62 sq.m.),2,2,1,7.0,,Relatively New,687.0,601.0,448.0,0,0,0,0,0,2,44,343.5
flat,imperia the esfera,sector 37c,0.87,1578.0,5513.0,Super Built up area 1578(146.6 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1110 sq.ft. (103.12 sq.m.),2,3,3+,5.0,North-West,Relatively New,1578.0,1300.0,1110.0,1,0,0,0,0,2,109,789.0
flat,bestech park view city,sector 48,1.76,1776.0,9910.0,Super Built up area 1776(165 sq.m.)Built Up area: 1576 sq.ft. (146.42 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3,3,3+,9.0,South,Moderately Old,1776.0,1576.0,1476.0,0,1,0,1,0,1,158,592.0
flat,dlf regal gardens,sector 90,1.3,1818.0,7151.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,7.0,South,Relatively New,1818.0,1700.0,1400.0,0,0,0,0,0,2,141,606.0
house,independent,sector 31,3.5,1449.0,24155.0,Plot area 161(134.62 sq.m.),4,4,3,2.0,North-East,Old Property,,1449.0,,0,0,1,0,0,1,70,362.25
flat,corona gracieux,sector 76,1.05,1765.0,5949.0,Super Built up area 1765(163.97 sq.m.),3,3,3+,7.0,North-East,Relatively New,1765.0,,,0,0,0,0,0,1,133,588.3333333333334
flat,ansal api celebrity suites,sector 2,0.6,735.0,8163.0,Super Built up area 735(68.28 sq.m.),1,1,1,5.0,North-East,Moderately Old,735.0,,,0,0,0,0,0,1,67,735.0
flat,bestech park view sanskruti,sector 92,1.83,2325.0,7871.0,Super Built up area 2325(216 sq.m.),4,3,3,8.0,East,New Property,2325.0,,,0,1,0,0,0,2,128,581.25
house,bhawani enclave,sector 12,0.42,510.0,8235.0,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),3,3,,2.0,East,New Property,,,510.0,0,0,0,1,0,2,0,170.0
flat,supertech hues,sector 68,0.82,1180.0,6949.0,Super Built up area 1180(109.63 sq.m.),2,2,3+,21.0,,Under Construction,1180.0,,,0,0,0,0,1,2,72,590.0
flat,corona optus,sector 37c,1.44,1986.0,7251.0,Carpet area: 1990 (184.88 sq.m.),3,3,3+,8.0,North-West,New Property,,,1990.0,0,1,0,0,0,2,37,662.0
flat,m3m golfestate,sector 65,7.0,3850.0,18182.0,Carpet area: 3850 (357.68 sq.m.),3,3,2,12.0,North,Moderately Old,,,3850.0,0,0,1,0,0,2,60,1283.3333333333333
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,1215.0,10370.0,Super Built up area 1215(112.88 sq.m.),2,2,3,7.0,East,Relatively New,1215.0,,,0,0,0,0,0,1,49,607.5
flat,ss the leaf,sector 85,1.77,2408.0,7350.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,7.0,South-West,New Property,2408.0,,,0,0,1,0,0,2,107,802.6666666666666
flat,siddhartha apartment,sector 95,0.72,1965.0,3664.0,Super Built up area 1965(182.55 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,4.0,East,Relatively New,1965.0,1800.0,1600.0,0,0,0,0,1,2,21,655.0
flat,mapsko paradise,sector 83,0.95,1508.0,6300.0,Carpet area: 1340 (124.49 sq.m.),3,3,3,1.0,,Moderately Old,,,1340.0,0,0,0,0,0,2,0,502.6666666666667
flat,shree vardhman flora,sector 90,1.27,2565.0,4951.0,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,5,2,9.0,North-East,New Property,2575.0,,1950.0,1,1,0,0,0,2,83,641.25
flat,assotech blith,sector 99,0.82,1365.0,6007.0,Built Up area: 1365 (126.81 sq.m.),2,2,3,0.0,,Undefined,,1365.0,,0,0,0,0,0,2,51,682.5
flat,adani m2k oyster grande,sector 102,2.61,2598.0,10046.0,Super Built up area 2598(241.36 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3,14.0,North-East,Relatively New,2598.0,2200.0,2000.0,1,1,0,0,0,2,21,866.0
flat,maxworth city residences,sector 10a,0.9,1271.0,7081.0,Super Built up area 1200(111.48 sq.m.),2,2,3,9.0,East,New Property,1200.0,,,0,0,0,0,1,2,52,635.5
flat,imperia the esfera,sector 37c,1.4,2600.0,5385.0,Super Built up area 2600(241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,5,3,9.0,North,Relatively New,2600.0,,2100.0,1,1,0,1,1,2,49,650.0
flat,smriti apartment,sector 56,0.6,600.0,10000.0,Super Built up area 600(55.74 sq.m.),1,1,1,2.0,,Moderately Old,600.0,,,0,0,0,0,0,2,49,600.0
house,independent,sector 13,1.5,1426.0,10519.0,Plot area 1426(132.48 sq.m.),2,2,2,3.0,South-West,Old Property,,1426.0,,1,0,0,1,0,2,7,713.0
flat,bestech park view grand spa,sector 81,2.35,2660.0,8835.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2354 sq.ft. (218.69 sq.m.),3,4,3+,10.0,North-West,Relatively New,2660.0,,2354.0,0,1,0,0,0,2,109,886.6666666666666
flat,shree vardhman flora,sector 90,0.65,1310.0,4962.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),2,2,3,11.0,North-West,Relatively New,1300.0,1225.0,1075.0,1,0,0,0,0,1,49,655.0
flat,mapsko mount ville,sector 79,1.3,1620.0,8025.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3,3,2,6.0,West,Relatively New,1620.0,,867.24,1,0,0,1,0,2,151,540.0
house,independent,sector 9a,4.5,3150.0,14286.0,Plot area 14(354.1 sq.m.),9,9,3+,3.0,not available,Relatively New,,14.0,,1,0,0,1,1,1,38,350.0
flat,unitech sunbreeze,sector 69,0.75,1095.0,6849.0,Super Built up area 1095(101.73 sq.m.),2,2,2,4.0,,Under Construction,1095.0,,,0,0,0,0,0,2,0,547.5
flat,shri banke bihari society,sector 56,1.37,1500.0,9133.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,North-East,Old Property,1500.0,1450.0,1400.0,0,0,0,0,1,2,174,500.0
flat,emaar palm gardens,sector 83,1.38,1720.0,8023.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3,3,3,5.0,South-West,Relatively New,1720.0,1350.0,1150.0,0,1,0,0,0,1,8,573.3333333333334
house,emaar mgf marbella,sector 66,9.01,5608.0,16066.0,Plot area 521,4,4,3+,3.0,North-East,Relatively New,,5574.7,,0,1,1,0,0,2,122,1402.0
house,independent,sector 4,0.47,443.0,10609.0,Plot area 49(40.97 sq.m.)Built Up area: 50 sq.yards (41.81 sq.m.)Carpet area: 48 sq.yards (40.13 sq.m.),2,2,1,2.0,East,New Property,,50.0,48.0,1,0,0,0,0,1,73,221.5
house,vipul tatvam villa,sector 48,7.35,3222.0,22812.0,Plot area 358(299.33 sq.m.),4,5,2,2.0,South,Moderately Old,,3222.0,,1,1,1,1,0,1,144,805.5
flat,godrej nature plus,sector 33,1.08,823.0,13123.0,Carpet area: 76.44,2,2,3,8.0,,Undefined,,,76.44,0,0,0,0,0,2,56,411.5
flat,dlf the grove,sector 54,5.7,1382.0,41245.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,Undefined,,1382.0,,0,0,0,0,0,2,46,460.6666666666667
flat,signature global solera,sector 107,0.5,645.0,7752.0,Carpet area: 645 (59.92 sq.m.),3,2,2,6.0,South-East,Relatively New,,,645.0,0,0,0,0,1,2,15,215.0
house,unitech nirvana birch court,sector 50,6.8,2160.0,31481.0,Plot area 240(200.67 sq.m.),4,4,3+,2.0,South-East,Old Property,,2160.0,,1,1,0,1,0,2,105,540.0
house,independent,sector 56,4.0,1503.0,26613.0,Plot area 167(139.63 sq.m.),4,4,3+,2.0,not available,Relatively New,,1503.0,,0,0,0,0,0,1,24,375.75
house,independent,sector 10a,3.6,1836.0,19608.0,Plot area 204(170.57 sq.m.),3,4,3,3.0,North,Moderately Old,,1836.0,,0,0,0,1,0,1,28,612.0
house,iffco nagar and 17b rwa,sector 17,3.5,1440.0,24306.0,Plot area 1440(133.78 sq.m.),2,5,3,3.0,East,Old Property,,1440.0,,0,0,0,0,0,2,44,720.0
flat,bestech park view city,sector 49,2.7,2159.0,12506.0,Super Built up area 2159(200.58 sq.m.),3,4,3+,6.0,,Moderately Old,2159.0,,,0,0,0,0,0,2,0,719.6666666666666
flat,deepak minda,manesar,1.2,2650.0,4528.0,Carpet area: 2650 (246.19 sq.m.),3,3,3+,6.0,North-West,Moderately Old,,,2650.0,0,1,0,0,0,2,7,883.3333333333334
flat,sunischit apartments,sector 54,1.69,2125.0,7953.0,Super Built up area 2200(204.39 sq.m.),3,3,3+,5.0,North,Old Property,2200.0,,,0,1,0,0,0,1,65,708.3333333333334
house,independent,sector 25,9.9,3375.0,29333.0,Plot area 375(313.55 sq.m.),5,5,2,2.0,South-East,Moderately Old,,3375.0,,0,0,0,1,0,1,106,675.0
flat,dlf new town heights,sector 90,1.9,3343.0,5684.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,7.0,North-West,Relatively New,2727.0,,,0,1,0,1,0,2,88,835.75
flat,sbtl caladium,sector 109,1.35,1880.0,7181.0,Super Built up area 1880(174.66 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,2,3+,12.0,West,Relatively New,1880.0,,1128.0,0,0,0,0,0,2,128,626.6666666666666
flat,signature global city 63a,sector 63a,1.65,1081.0,15264.0,Super Built up area 1081(100.43 sq.m.),2,2,2,1.0,,Undefined,1081.0,,,0,0,0,0,0,2,0,540.5
flat,bestech park view grand spa,sector 81,2.35,2660.0,8835.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3,4,3+,6.0,North-East,Relatively New,2660.0,,2356.0,0,1,0,0,0,1,101,886.6666666666666
flat,my home,sector 110,0.22,500.0,4400.0,Carpet area: 500 (46.45 sq.m.),2,2,1,1.0,,New Property,,,500.0,0,0,0,0,0,1,0,250.0
house,independent,sector 82,7.5,3240.0,23148.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,Relatively New,,3240.0,,0,1,0,1,0,1,135,648.0
flat,bestech park view grand spa,sector 81,2.22,2660.0,8346.0,Super Built up area 2660(247.12 sq.m.),3,4,3+,15.0,South-East,Relatively New,2660.0,,,0,1,0,0,0,1,174,886.6666666666666
flat,tata primanti,sector 72,5.0,4400.0,11364.0,Super Built up area 4400(408.77 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,2.0,North-East,New Property,4400.0,4000.0,3500.0,1,1,1,0,0,1,174,1100.0
flat,pyramid urban homes 2,sector 86,0.5,516.0,9690.0,Carpet area: 515.57 (47.9 sq.m.),2,2,2,6.0,,Old Property,,,515.5908099999999,0,0,0,0,0,2,15,258.0
flat,ireo skyon,sector 60,3.75,2800.0,13393.0,Super Built up area 2800(260.13 sq.m.),4,5,3,15.0,South,Relatively New,2800.0,,,0,1,0,0,0,2,167,700.0
flat,umang monsoon breeze,sector 78,0.75,1239.0,6053.0,Built Up area: 1239 (115.11 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,1,5.0,East,Undefined,,1239.0,1100.0,0,0,0,0,0,2,0,619.5
flat,the nav manesar apartment,sector 1,0.85,2150.0,3953.0,Super Built up area 2150(199.74 sq.m.),3,3,3+,5.0,North-East,Moderately Old,2150.0,,,0,1,0,0,0,2,5,716.6666666666666
flat,m3m woodshire,sector 107,1.49,2361.0,6311.0,Super Built up area 2361(219.34 sq.m.),3,4,3+,5.0,East,Relatively New,2361.0,,,0,1,1,0,0,1,174,787.0
flat,paras quartier,gwal pahari,5.9,5350.0,11028.0,Built Up area: 5350 (497.03 sq.m.),4,4,3+,0.0,,Moderately Old,,5350.0,,0,0,0,0,0,2,63,1337.5
flat,bptp terra,sector 37d,1.6,2191.0,7303.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,7.0,North,Relatively New,2191.0,2000.0,1800.0,0,0,0,0,1,1,139,547.75
flat,signature global park,sohna road,0.95,1210.0,7851.0,Built Up area: 1210 (112.41 sq.m.),3,2,3+,3.0,East,New Property,,1210.0,,0,0,0,0,0,2,85,403.3333333333333
flat,valley view estate,gwal pahari,0.38,624.0,6090.0,Super Built up area 624(57.97 sq.m.),1,1,1,11.0,,Moderately Old,624.0,,,0,0,0,0,0,2,42,624.0
flat,central park flower valley,sector 33,1.79,1591.0,11251.0,Super Built up area 1789(166.2 sq.m.),3,3,3,3.0,South,Old Property,1789.0,,,0,0,0,0,0,2,71,530.3333333333334
house,independent,sector 108,1.7,3000.0,5667.0,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4,4,3+,1.0,North-East,Undefined,,3000.0,2600.0,0,0,0,0,0,2,0,750.0
house,independent,sector 24,1.45,4860.0,2984.0,Plot area 60(50.17 sq.m.),3,3,1,,not available,Old Property,,540.0,,0,0,0,0,0,2,9,1620.0
flat,conscient heritage max,sector 102,1.82,2020.0,9010.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,12.0,North-East,Relatively New,1942.0,,,0,1,0,0,0,2,101,673.3333333333334
